1,0.31874,0.41513
2,-0.68082,-0.1427
3,0.79105,1
4,-0.67166,-0.044671
5,-0.076757,0.2244
6,0.51789,0.26946
7,-0.43385,-0.52434
8,0.081191,-0.26648
9,0.19844,-0.29959
10,-0.079805,-0.39026
11,0.027527,-0.14859
12,0.097218,0.099514
13,-0.15153,0.029807
14,0.1636,0.309
15,-0.051061,0.099879
16,0.035925,0.12471
17,-0.10015,-0.07779
18,0.072805,-0.070802
19,-0.020282,-0.22015
20,-0.00095181,-0.17435
21,0.21549,0.13666
22,-0.24079,0.0073597
23,0.044577,0.34467
24,0.0046467,0.30016
25,-0.0065435,0.22972
26,0.18676,0.23891
27,-0.19857,-0.18907
28,0.043818,-0.18245
29,0.032119,-0.34835
30,-0.083605,-0.44914
31,0.10334,-0.23009
32,-0.11158,-0.22329
33,0.056793,0.16055
34,-0.058168,0.295
35,0.20635,0.72335
36,-0.24104,0.48296
37,0.18727,0.78331
38,-0.39771,0.095625
39,0.08096,-0.014728
40,0.58277,-0.02742
41,-0.30284,-0.66967
42,-0.11412,-0.48704
43,0.10106,-0.29723
44,0.0036445,-0.2301
45,-0.083085,-0.12141
46,-0.0057646,0.068029
47,0.14252,0.23429
48,0.28724,0.48737
49,-0.37837,0.137
50,-0.11869,0.2159
51,0.18601,0.15778
52,-0.10216,-0.28676
53,0.084786,-0.32557
54,-0.028903,-0.46167
55,-0.10241,-0.43519
56,0.081227,-0.1937
57,0.0082325,-0.16133
58,-0.0075358,-0.011805
59,-0.063999,0.03307
60,0.18246,0.25341
61,-0.13394,-0.038845
62,0.043335,0.020193
63,-0.014145,-0.15159
64,-0.016688,-0.20658
65,-0.012617,-0.23987
66,-0.034236,-0.18194
67,0.005951,-0.090901
68,0.24707,0.32439
69,-0.57191,-0.1012
70,0.34016,0.5611
71,0.057585,0.21919
72,-0.091712,0.085842
73,0.074627,0.084186
74,0.051738,-0.028007
75,-0.056865,-0.2649
76,0.2898,-0.018445
77,-0.34961,-0.39548
78,0.091672,0.04942
79,0.036481,0.059166
80,-0.11027,0.076822
81,-0.024559,0.22543
82,-0.12604,0.18809
83,0.095745,0.25908
84,0.13441,0.2291
85,-0.1446,-0.042732
86,0.094222,0.10404
87,-0.11027,-0.14187
88,0.27862,0.060445
89,-0.072623,-0.1816
90,-0.26109,-0.29636
91,0.2275,0.027336
92,-0.13112,-0.24045
93,0.092955,-0.00080629
94,-0.052781,-0.076215
95,0.10542,0.157
96,-0.10543,0.1066
97,0.002413,0.22633
98,0.062947,0.21107
99,-0.050743,0.064847
100,0.065492,0.072387
101,-0.12425,-0.19927
102,0.17511,-0.062613
103,-0.11636,-0.34806
104,0.36078,0.0779
105,0.047437,0.13013
106,-0.55713,-0.071261
107,0.15477,0.37677
108,0.052272,0.13013
109,-0.1512,-0.14171
110,0.059395,-0.11614
111,0.043627,-0.23716
112,0.071351,-0.11706
113,-0.13619,-0.15164
114,0.045918,0.1555
115,-0.26336,-0.0229
116,0.24074,0.326
117,0.012856,0.14557
118,-0.0039296,0.1647
119,0.057876,0.17408
120,0.045923,0.12736
121,0.069068,0.1715
122,-0.3834,-0.20241
123,0.13138,-0.001757
124,0.067799,-0.20462
125,-0.047162,-0.25465
126,0.034228,-0.13308
127,-0.099809,-0.14853
128,0.138,0.12018
129,-0.044361,0.057459
130,-0.035459,0.15604
131,0.0014214,0.090563
132,0.39667,0.3521
133,-0.33558,-0.14173
134,-0.086578,-0.023103
135,-0.013582,-0.17484
136,-0.0090027,-0.29034
137,0.071878,0.21102
138,-0.14177,0.18233
139,-0.59093,-0.25577
140,0.35903,-0.0047173
141,0.54546,-0.043158
142,-0.24147,-0.42112
143,0.05942,0.050456
144,-0.17432,-0.062289
145,0.47272,0.5555
146,-0.12269,0.31125
147,-0.45206,0.094225
148,-0.059099,-0.0058291
149,0.22983,-0.17173
150,0.32928,-0.21955
151,0.19855,-0.099264
152,-0.42611,-0.15499
153,-0.48918,-0.066344
154,0.50987,0.49682
155,-0.20127,-0.11564
156,-0.088596,-0.14507
157,0.42619,0.06865
158,-0.10538,-0.24181
159,-0.058073,-0.087317
160,-0.0685,-0.068007
161,0.16295,0.11187
162,-0.0046592,0.076369
163,-0.11352,0.094208
164,0.26113,0.48927
165,-0.12293,0.29413
166,-0.0026215,0.45083
167,-0.25569,0.10377
168,0.31149,0.37818
169,-0.11326,-0.12282
170,0.067834,-0.081075
171,-0.018641,-0.26408
172,-0.013554,-0.22601
173,0.0070488,-0.2433
174,0.21561,-0.029398
175,-0.054754,-0.049998
176,-0.014822,0.21025
177,-0.10359,0.20289
178,-0.098753,0.15875
179,0.136,0.20528
180,0.12863,0.13796
181,-0.13105,-0.020577
182,-0.20659,-0.10242
183,-0.0013369,-0.057363
184,0.16729,-0.016718
185,-0.087557,-0.23209
186,0.044955,-0.121
187,0.059199,-0.054792
188,-0.17886,-0.2389
189,0.22732,0.078916
190,-0.42048,-0.50044
191,0.40002,0.0051616
192,-0.072037,-0.38475
193,-0.043295,-0.17122
194,-0.018878,-0.054984
195,0.094559,0.19662
196,-0.058299,0.19257
197,0.10753,0.49898
198,-0.21955,0.26908
199,0.31838,0.60584
200,-0.061603,0.15909
201,-0.19233,-0.037151
202,0.32881,0.086627
203,0.34077,0.12065
204,-0.65243,-0.53521
205,0.15281,-0.022073
206,-0.17758,-0.44197
207,0.17952,-0.16241
208,-0.12544,-0.40665
209,0.14137,-0.057942
210,0.025135,0.093792
211,-0.10788,0.29371
212,-0.070241,0.42779
213,0.20343,0.64555
214,-0.18062,0.31835
215,-0.029036,0.26207
216,0.266,0.24515
217,-0.2203,-0.25272
218,0.066853,-0.20306
219,0.0091184,-0.38294
220,-0.067946,-0.41568
221,-0.066165,-0.36933
222,0.19504,-0.12251
223,-0.07532,-0.20123
224,0.049054,0.064718
225,0.0068339,0.1438
226,0.0022565,0.16054
227,-0.0015578,0.10978
228,-0.029535,-0.00113
229,0.095856,0.00070819
230,-0.21444,-0.33918
231,0.12205,-0.18211
232,0.028204,-0.27407
233,-0.034363,-0.19094
234,0.070934,-0.011252
235,-0.033853,0.077581
236,-0.30345,-0.11774
237,0.35173,0.20614
238,0.076533,-0.083353
239,-0.1745,-0.26856
240,0.16606,-0.042341
241,-0.13075,-0.27611
242,0.10197,-0.027077
243,-0.19077,-0.163
244,-0.013499,0.017797
245,0.118,0.16769
246,0.067383,0.34315
247,-0.15466,0.29239
248,0.23245,0.66354
249,-0.58449,-0.031683
250,0.206,0.21587
251,0.30367,-0.076193
252,-0.10912,-0.4639
253,0.21974,-0.18581
254,-0.11803,-0.24504
255,-0.32735,-0.19795
256,0.27519,0.20741
257,0.31893,0.41487
258,-0.68062,-0.14296
259,0.79125,0.99973
260,-0.67147,-0.044936
261,-0.076562,0.22414
262,0.51809,0.2692
263,-0.43365,-0.5246
264,0.081385,-0.26675
265,0.19864,-0.29986
266,-0.079611,-0.39053
267,0.027722,-0.14886
268,0.097412,0.099249
269,-0.15133,0.029542
270,0.1638,0.30873
271,-0.050867,0.099614
272,0.036119,0.12444
273,-0.099953,-0.078055
274,0.073,-0.071068
275,-0.020088,-0.22041
276,-0.00075765,-0.17462
277,0.21569,0.13639
278,-0.2406,0.0070947
279,0.044772,0.3444
280,0.0048409,0.29989
281,-0.0063493,0.22945
282,0.18695,0.23865
283,-0.19837,-0.18934
284,0.044012,-0.18272
285,0.032313,-0.34862
286,-0.083411,-0.44941
287,0.10353,-0.23036
288,-0.11139,-0.22355
289,0.056987,0.16029
290,-0.057974,0.29473
291,0.20654,0.72308
292,-0.24084,0.4827
293,0.18747,0.78304
294,-0.39752,0.09536
295,0.081154,-0.014993
296,0.58297,-0.027685
297,-0.30264,-0.66994
298,-0.11392,-0.48731
299,0.10125,-0.2975
300,0.0038387,-0.23037
301,-0.082891,-0.12167
302,-0.0055704,0.067764
303,0.14271,0.23403
304,0.28743,0.4871
305,-0.37818,0.13673
306,-0.11849,0.21563
307,0.18621,0.15751
308,-0.10196,-0.28703
309,0.08498,-0.32583
310,-0.028709,-0.46194
311,-0.10221,-0.43545
312,0.081422,-0.19397
313,0.0084267,-0.1616
314,-0.0073417,-0.01207
315,-0.063805,0.032805
316,0.18265,0.25314
317,-0.13375,-0.03911
318,0.043529,0.019928
319,-0.013951,-0.15186
320,-0.016493,-0.20685
321,-0.012423,-0.24014
322,-0.034041,-0.18221
323,0.0061452,-0.091166
324,0.24726,0.32413
325,-0.57171,-0.10147
326,0.34035,0.56083
327,0.057779,0.21892
328,-0.091518,0.085577
329,0.074822,0.083921
330,0.051932,-0.028272
331,-0.056671,-0.26516
332,0.29,-0.01871
333,-0.34942,-0.39575
334,0.091866,0.049155
335,0.036675,0.058901
336,-0.11008,0.076557
337,-0.024365,0.22516
338,-0.12585,0.18783
339,0.095939,0.25882
340,0.1346,0.22884
341,-0.14441,-0.042997
342,0.094416,0.10377
343,-0.11007,-0.14213
344,0.27881,0.060179
345,-0.072429,-0.18186
346,-0.26089,-0.29663
347,0.22769,0.027071
348,-0.13093,-0.24072
349,0.093149,-0.0010713
350,-0.052587,-0.07648
351,0.10561,0.15673
352,-0.10523,0.10634
353,0.0026072,0.22607
354,0.063141,0.2108
355,-0.050548,0.064582
356,0.065686,0.072122
357,-0.12405,-0.19953
358,0.17531,-0.062878
359,-0.11617,-0.34832
360,0.36098,0.077635
361,0.047631,0.12987
362,-0.55693,-0.071526
363,0.15496,0.3765
364,0.052466,0.12986
365,-0.15101,-0.14197
366,0.059589,-0.11641
367,0.043821,-0.23743
368,0.071545,-0.11733
369,-0.136,-0.15191
370,0.046112,0.15524
371,-0.26316,-0.023165
372,0.24094,0.32573
373,0.01305,0.1453
374,-0.0037354,0.16443
375,0.05807,0.17381
376,0.046117,0.12709
377,0.069263,0.17123
378,-0.38321,-0.20268
379,0.13158,-0.002022
380,0.067993,-0.20489
381,-0.046968,-0.25492
382,0.034422,-0.13334
383,-0.099615,-0.14879
384,0.13819,0.11991
385,-0.044167,0.057194
386,-0.035265,0.15577
387,0.0016156,0.090298
388,0.39686,0.35183
389,-0.33538,-0.142
390,-0.086384,-0.023368
391,-0.013387,-0.1751
392,-0.0088086,-0.29061
393,0.0018745,-0.37723
394,0.43451,0.067117
395,-0.25297,-0.033673
396,-0.29926,0.18538
397,0.18017,0.49179
398,-0.25272,0.037317
399,0.27046,0.2685
400,-0.2283,-0.36087
401,0.66113,0.20928
402,-0.10952,-0.12803
403,-0.55334,-0.19682
404,0.11252,0.21939
405,-0.012359,0.020757
406,0.13719,0.14637
407,-0.27535,-0.15342
408,0.087853,0.081448
409,0.15195,0.15244
410,-0.28119,-0.0999
411,0.18069,0.21516
412,-0.057627,0.029946
413,-0.16877,-0.029277
414,0.16238,0.087695
415,0.13313,0.021483
416,-0.23312,-0.22093
417,0.19138,0.13974
418,-0.13062,-0.10524
419,0.014611,0.060837
420,0.088371,0.1493
421,-0.21582,-0.047862
422,0.26946,0.28908
423,-0.15274,-0.036093
424,-0.00039107,0.10865
425,0.0013901,0.0025284
426,0.12271,0.052002
427,-0.20615,-0.24761
428,0.026318,-0.16447
429,0.13314,-0.1985
